place,dataset,year,score,rank,isopen,exists,digital,public,online,free,machinereadable,bulk,openlicense,uptodate,url,format,licenseurl,dateavailable,officialtitle,publisher,timestamp,submitters,reviewers,details
it,elections,2013,30,54,False,Y,Y,Y,N,Y,N,N,N,N,http://elezionistorico.interno.it/,None,None,None,None,None,11/5/2012 11:23:24,"[u'Gianfranco', u'Aurelio Cilia']","[u'Maurizio Napolitano', u'Sander van der Waal']","Review comments:
- Disclaimer says ""© Ministry of the Interior. All rights reserved"" so not openly licensed
- Data is not structured so not machine-readable"
mt,companies,2013,45,16,False,Y,Y,Y,Y,Y,N,N,N,Y,http://rocsupport.mfsa.com.mt/pages/Default.aspx,structured HTML,None,None,None,None,2013-10-09T08:56:01.986Z,None,None,webscraped by opencorporates.com
sk,elections,2013,70,19,False,Y,Y,Y,Y,Y,Y,Y,N,Y,http://app.statistics.sk/nrsr2012/,XLS,None,3/11/2012,None,None,24/06/2013 13:44:01,Peter Hanecak,Jano Suchal,"Results for various election types exists in digital form. Good starting point for search is http://sk.wikipedia.org/wiki/Zoznam_volieb_na_Slovensku .

License for the data is not clearly stated so ""unsure"" is filled."
eg,legislation,2013,35,47,False,Y,Y,Y,Y,Y,N,N,N,N,http://www.egypt.gov.eg/english/laws/default.aspx,PDF,None,None,None,None,2013-10-07T07:18:54.218Z,"[u'Rayna Stamboliyska', u'Tarek Amr', u'Rayna St']","[u'Rayna Stamboliyska', u'Rayna St', u'Riyadh Al-Balushi']","Data is licensed as follows: ""All rights reserved, Egyptian Government Services Portal"". Not sure all laws are available in English."
bg,postcodes,2013,55,14,False,Y,Y,Y,Y,Y,N,Y,N,Y,http://www.bgpost.bg/?cid=5,PDF,None,2010,None,None,11/5/2012 10:06:58,"[u'Mor Rubinstein', u'Boyan Yurukov']","[u'Rayna St', u'Mor Rubinstein', u'Boyan Yurukov']",The data is available as a table inside a PDF document. It's a simple list of settlement names and postal codes. It is not geocoded.
ie,companies,2013,50,13,False,Y,Y,Y,N,N,Y,Y,N,Y,https://services.cro.ie/overview.aspx,None,None,None,None,None,21/02/2013 15:14:22,"[u'Mark Breen', u'Tracey P. Lauriault', u'Denis Parfenov', u'Tracey Lauriault']","[u'Tracey P. Lauriault', u'Denis Parfenov', u'Tracey Lauriault']","Data available via free API for which signup is required at https://services.cro.ie/overview.aspx.Only uncertified documents/extracts from the register can be made available electronically. If certified copy documents or extracts from the register are required, one need to contact Postal Enquiries Section, CRO, 14 Parnell Square, Dublin 1 with written request in this regard, together with payment of the appropriate fee.
Some data are for fee and some are for free. ""The CRO supplies, under licence, data in bulk format for high volume users of our data. The data concerned is basic company information in respect of all companies on the register. Daily updates of the data may be downloaded via the internet - a password is assigned to a Licensee to facilitate this. The fees for the daily data update service are below. Copies of all scanned documents received by CRO can also be made available at a cost of €63,360 per annum."" Here are their terms of use http://www.cro.ie/ena/downloads-bulk-data.aspx and http://www.cro.ie/ena/access-to-cro-data.aspx. [DATA AVAILABLE ONLINE: changed to NO (The requirement is not for detailed financial information. However, we can't find a ""list of companies"" on the CRO site or API either. You can run queries for specific companies, but you can't return a full list. So this is a NO."
pt,legislation,2013,45,25,False,Y,Y,Y,Y,Y,N,N,N,Y,http://dre.pt/index.html,PDF,None,1910,None,None,2013-10-04T08:21:54.898Z,"[u'Ana Carvalho', u'Nuno Moniz']","[u'Ricardo Lafuente', u'Gustavo']",None
mx,elections,2013,70,19,False,Y,Y,Y,Y,Y,Y,Y,N,Y,http://www.ife.org.mx/portal/site/ifev2/Estadisticas_y_Resultados_Electorales/,.txt,None,2013,None,None,2013-10-09T01:54:18.506Z,"[u'Juan M. Casanueva', u'Oscar Montiel']","[u'Juan M. Casanueva', u'Juan M Casanueva', u'Sander van der Waal']","Database is not on it's most detailed level. Vote counts basis are at a ballot level, not at a vote by vote detail. Not openly licensed because no license can be found, only copyright statement."
bd,elections,2013,35,51,False,Y,Y,Y,Y,Y,N,N,N,N,http://www.ecs.gov.bd/English/MenuTemplate1.php?Parameter_MenuID=19,None,None,None,None,None,2013-10-14T18:51:36.903Z,"[u'Nurunnaby Hasive', u'Rezwan Alam']","[u'Laura James', u'Nasir Khan', u'Nabid Hassan']","The site is not well maintained. There were instants when I had clicked on broken links of result data. 

eg on http://www.ecs.gov.bd/English/MenuTemplate1.php?Parameter_MenuID=69 

There is no sign of any licence."
jp,emissions,2013,70,8,False,Y,Y,Y,Y,Y,Y,Y,N,Y,http://www.nies.go.jp/igreen/index.html,TXT,None,4/9/2012,None,None,1/3/2013 16:14:38,Masayuki Hatta,"[u'Laura James', u'Masayuki Hatta']",Re-distribution and modification are not allowed.
dk,spending,2013,40,16,False,Y,Y,N,N,Y,Y,N,N,N,http://openspending.org/statens-indkoeb/to,None,None,None,None,None,17/02/2013 11:13:39,"[u'Niels Erik Kaaber Rasmussen', u'Anders Pedersen', u'Asmen G\xfcl']","[u'Mor Rubinstein', u'Niels Erik Kaaber Rasmussen']","Not available under open license, since you'll have to make an FOI request to get it. Data that is up to date exists. See also http://www.information.dk/databloggen/460345 (Danish) on obtaining the data."
np,legislation,2013,35,47,False,Y,Y,Y,Y,Y,N,N,N,?,http://www.dop.gov.np/download.php,pdf,None,None,None,None,2013-09-27T17:03:14.054Z,"[u'Nikesh Balami', u'Prakash Neupane']","[u'Kshitiz Khanal', u'Prakash Neupane']","Ministry of Law, Justice, Constituent Assembly & Parliamentary Affairs is responsive to these data"
kr,companies,2013,45,16,False,Y,Y,Y,Y,N,Y,N,N,Y,http://dart.fss.or.kr,"xls, pdf, jpg, xml, xbrl",None,None,None,None,2013-09-30T13:33:15.471Z,Young-Je Lim,"홍영택 (yeongtaek, Hong)","- Name: Repository of Korea's Corporate Filings
- Coverage: Company profiles, Changes in Capital, Major Stockholders, Main Businesses , Sales Composition, Summarised balance sheets, summarised income statements, XBRL Financial Statements"
hr,companies,2013,35,37,False,Y,Y,Y,Y,Y,N,N,N,?,http://sudreg.pravosudje.hr,None,None,None,None,None,18/04/2012 17:43:08,"[u'Drazen Hoffmann', u'Marko Rakar']",Stevan Gostojić,None
au,budget,2013,75,16,False,Y,Y,Y,Y,Y,N,N,Y,Y,http://www.budget.gov.au/2013-14/index.htm,None,None,None,None,None,17/04/2012 13:45:03,"[u'Steven De Costa', u'Alexander Sadleir']","[u'Baden Appleyard', u'Alex Sadleir']",Unable to identify a published dataset of the Australian Government budget. The budget is only available in a series of PDF documents. The data is incorporated within the PDF documents.
lt,map,2013,20,48,False,Y,Y,N,N,?,N,Y,?,N,http://maps.lt/map/,None,None,None,None,None,23/02/2013 13:31:27,"[u'Viktorija Trubaciute', u'Karolis Granickas']",Karolis Granickas,None
bd,emissions,2013,35,34,False,Y,Y,Y,Y,Y,N,N,N,N,http://www.moef.gov.bd/html/state_of_env/state_of_env.html,PDF,None,None,None,None,2013-10-16T20:21:17.548Z,Nurunnaby Hasive,"[u'Laura James', u'Nasir Khan', u'Nabid Hassan']",The data is very backdated. It was last updated on 2001! There is a PDF report on air pollution. It is like an academic paper and there is no licence visible.
gb,spending,2013,100,1,True,Y,Y,Y,Y,Y,Y,Y,Y,Y,http://www.number10.gov.uk/transparency/how-your-money-is-spent/,CSV,None,19/11/2010,None,None,10/5/2012 15:36:02,"[u'Owen Boswarva', u'Daniela Mattern', u'Mor Rubinstein', u'Andrew Stott']","[u'Rufus Pollock', u'Katelyn Rogers', u'Daniela Mattern', u'Andrew Stott']","Central Government departments are required to regularly publish lists of all financial transactions spending over £25,000; some departments publish transactions down to £500 or lower. The business rules and the format is described at http://webarchive.nationalarchives.gov.uk/20130129110402/http://www.hm-treasury.gov.uk/psr_transparency_index.htm The data is re-usable under the UK's Open Government Licence. In addition summarised spending information by month x department x type of goods/services is available quarterly from the Treasury (Ministry of Finance) COINS/OSCAR database - see for instance https://www.gov.uk/government/collections/hmt-oscar-publishing-from-the-database This is also available under the Open Government Licence"
np,map,2013,15,49,False,Y,Y,Y,N,N,N,N,N,N,None,None,None,None,None,None,2013-09-27T16:57:31.057Z,"[u'Nikesh Balami', u'Prakash Neupane']","[u'Kshitiz Khanal', u'Prakash Neupane']","Data is under SURVEY DEPARTMENT, Ministry of Land Reform and Management Government of Nepal"
at,legislation,2013,90,6,False,Y,Y,Y,Y,Y,Y,N,Y,Y,http://www.data.gv.at/datensatz/?id=31430a9f-c8ba-4654-ab68-c9c3dff0361b,None,None,17/10/2012,None,None,5/4/2013 8:38:28,"[u'Robert Harm', u'Oleg Lavrovsky', u'Mathias Huter']","[u'Robert Harm', u'Daniela Mattern', u'Lieke Ploeger']",National federal law from http://ris.bka.gv.at available via APIs
jp,budget,2013,70,18,False,Y,Y,Y,Y,Y,Y,Y,N,Y,http://www.e-stat.go.jp/SG1/estat/GL08020101.do?_toGL08020101_&tstatCode=000001013484&requestSender=dsearch,None,None,None,None,None,3/3/2013 0:22:52,Masayuki Hatta,"[u'Laura James', u'Masayuki Hatta']",cannot see open licence on site
np,statistics,2013,55,36,False,Y,Y,Y,Y,Y,N,Y,N,Y,http://cbs.gov.np/,PDF,None,None,None,None,2013-09-26T06:18:19.222Z,"[u'Nikesh Balami', u'Prakash Neupane']","[u'Kshitiz Khanal', u'Prakash Neupane']","This is the official source of government data, This is handled by Nepal Planning Commission Secretariats, Government of Nepal."
hu,timetables,2013,45,13,False,Y,Y,Y,Y,Y,N,N,N,Y,http://menetrendek.hu,None,None,None,None,None,2013-10-11T14:47:54.484Z,Mor Rubinstein,"[u'Mor Rubinstein', u'Sandor Lederer', u'Julia Keser\u0171']",See also http://elvira.hu
hk,map,2013,0,55,False,?,?,?,?,?,?,?,?,?,None,None,None,None,None,None,2013-10-24T10:36:51.177Z,"[u'Christian Villum', u'Mart van de Ven', u'Haruka Nakamura']","[u'FENG GAO', u'Christian Villum']",It is uncertain if the data exists.
is,map,2013,100,1,True,Y,Y,Y,Y,Y,Y,Y,Y,Y,http://lmi.is,None,None,None,None,None,18/04/2012 11:02:55,"[u'Tryggvi Bj\xf6rgvinsson', u'P\xe1ll Hilmarsson', u'Daniela Mattern']","[u'Tryggvi Bj\xf6rgvinsson', u'P\xe1ll Hilmarsson', u'Daniela Mattern']",None
bf,statistics,2013,45,43,False,Y,Y,Y,Y,Y,N,N,N,Y,http://www.cns.bf/,None,None,None,None,None,9/6/2013 1:08:13,"[u'titinto', u'Saba Moustapha']","[u'Laura James', u'Idriss TINTO', u'titinto']",None
md,legislation,2013,60,16,False,Y,Y,Y,Y,Y,Y,N,N,Y,http://lex.justice.md/,HTML,None,None,None,None,2013-10-07T15:13:11.849Z,Victoria Vlad,Ovidiu Voicu,None
br,map,2013,70,14,False,Y,Y,Y,Y,Y,Y,Y,?,Y,http://www.ibge.gov.br/english/geociencias/default_prod.shtm,"shape files, .prf, .mdb",None,None,None,None,7/1/2013 13:25:31,"[u'Augusto Herrmann', u'Daniela Mattern']",Daniela Mattern,"There is a machine-readable 1:250.000-scale vectorial map data suitable for ingestion in digital map-making systems (GIS), which includes administrative boundaries, water bodies, transportation infrastructure, energy and communication, etc. There are several other map products, at scales both greater and smaller that the above one. The licensing is unclear but claimed to be public domain, see <http://lists.openstreetmap.org/pipermail/talk-br/2009-January/000029.html>."
de,postcodes,2013,25,36,False,Y,Y,Y,N,N,N,N,N,Y,None,None,None,None,None,None,2/6/2012 16:50:48,"[u'Daniel Dietrich', u'Jan-Ole Beyer', u'michael', u'Mor Rubinstein', u'Andrew Stott']","[u'Maximilian Heimst\xe4dt', u'Daniel Dietrich', u'Mor Rubinstein', u'profemo']","The Postcodes are provide by Deutsche Post AG, a formal state owned, now private Company. The Postcodes can be accessed via an online Service http://www.postdirekt.de/plzserver/ However the underling datasets are not available for download and are not free of charge. They can only be purchased as a CD rom http://www.deutschepost.de/dpag?tab=1&skin=hi&check=yes&lang=de_DE&xmlFile=1015588 The only available data is provided by an unofficial open source website ( http://download.geonames.org/export/zip/)."
za,elections,2013,45,33,False,Y,Y,Y,Y,Y,?,?,N,Y,http://www.elections.org.za/content/Dynamic.aspx?id=998&name=Elections&LeftMenuId=100&BreadCrumbId=220,xls / PDF,None,None,None,None,10/5/2012 14:39:05,"[u'Adi Eyal', u'Gabriella Razzano']","[u'Mor Rubinstein', u'Laura James']","In my experience, the electoral commission is one of the few South Africa entities that make such datasets so easily available for public use (and providing information that is machine readable). The standard licence is restrictive, only allowing for personal use. could not locate how the results were ""machine readable"" or ""available in bulk downloads: only PDFs found: http://www.elections.org.za/content/IEC-Downloadable-Documents/"
no,budget,2013,90,11,True,Y,Y,Y,Y,Y,Y,Y,Y,?,http://www.statsbudsjettet.no/,"csv, tsv, xml, pc-axis, excel",None,None,None,None,14/03/2013 16:03:37,Heather Broomfield,"[u'Miska Knapek', u'Livar Bergheim']","The original submitter is entirely right that the budget information can be found via the http://www.statsbudsjettet.no/ link, but that it's hard to get machine-readable data from there. 

However, Statistics Norway has a much of the same data available in machine readable form ( csv, tsv, xml, pc-axis, and excel ). Alas, the data is not very detailed - the data categories are quite general generally. But still, numbers are available in machine readable form
http://www.ssb.no/offentlig-sektor/statistikker/statsregn/kvartal/2013-06-04?fane=tabell&sort=nummer&tabell=114655"
tw,legislation,2013,75,10,False,Y,Y,Y,Y,Y,N,N,Y,Y,http://law.moj.gov.tw/Eng/,None,None,None,None,None,18/07/2012 09:12:51,TH Schee,Ying Chu Chen,None
br,postcodes,2013,55,14,False,Y,Y,Y,Y,N,Y,Y,N,Y,http://www.correios.com.br/produtosaz/produto.cfm?id=C33CF3D4-5056-9163-89DFF3F2A0E8DA5F,".mdb, .txt",None,2002,None,None,7/1/2013 13:42:15,"[u'Augusto Herrmann', u'Daniela Mattern']",Daniela Mattern,"Zipcodes are sold by the public company ""Correios"" (Brazilian mail service)."
ro,postcodes,2013,100,1,True,Y,Y,Y,Y,Y,Y,Y,Y,Y,http://date.gov.ro/dataset/coduri-postale-romania,XLS,None,Oct 2013,None,None,2013-09-26T12:33:17.191Z,"[u'Ovidiu Voicu', u'Mor Rubinstein', u'Tracey P. Lauriault', u'Strainu']","[u'Ovidiu Voicu', u'Mor Rubinstein', u'Silviu Vert', u'Tracey P. Lauriault']","On the occasion of the 2013 OGP Summit, Romanian Government has finally launched the national open data repository. One of the first datasets published was the postcodes."
cn,elections,2013,0,59,False,N,N,N,N,N,N,N,N,N,None,None,None,None,None,None,2013-09-28T08:10:18.231Z,FENG GAO,FENG GAO,None
nz,timetables,2013,15,48,False,Y,Y,Y,?,?,N,?,N,N,http://www.metlink.org.nz/info/google-transit-feed/,GTFS,None,None,None,None,11/6/2013 5:45:01,"[u'Mark Heseltine', u'Ido Ivri', u'Daniela Mattern']","[u'Alex Sadleir', u'Daniela Mattern', u'Jonathan Hunt']",Metlink data covers Wellington region only but is provided by KiwiRail http://www.kiwirail.co.nz/travel. There is no national government bus service.
